id	fea1 fea2 ... fea84
37	45.5 0.0 0.0 0.04 0.0 0.0 0.0 876.5900000000003 4.0 153.70000000000002 21.989999999999995 0.01 0.0 0.0 621.5100000000007 12.0 123.79999999999998 9.089999999999998 0.0 10.0 0.3 28.7 0.0 126.20000000000002 33.77000000000008 0.0 0.0 0.0 5.300000000000001 0.0 0.0 0.01 0.0 0.0 0.0 766.540000000001 0.0 71.9 48.91000000000002 0.0 0.0 0.0 671.9100000000007 2.0 130.9 19.64 0.0 0.0 0.0 7.0 0.0 129.5 50.00000000000002 0.0 2.8 0.0 3.5 0.0 0.0 0.0 0.0 0.0 0.0 834.220000000001 0.0 37.3 32.92 0.0 0.0 1.8 736.9800000000006 0.0 71.8 17.060000000000002 0.0 15.9 6.45 110.99999999999999 0.0 163.79999999999998 60.07000000000002 0.0 9.8 0.0 
38	0.0 0.0 0.0 0.01 0.0 0.0 0.0 64.03999999999999 0.0 29.0 0.24000000000000002 0.0 0.0 0.0 55.9 0.0 126.8 3.5599999999999987 0.0 0.0 0.0 0.0 0.0 10.8 4.119999999999999 0.0 0.0 0.0 0.0 0.0 0.0 0.01 0.0 0.0 0.0 499.93000000000063 0.0 103.0 2.339999999999999 0.0 0.0 1.35 336.1 0.0 163.8 12.019999999999994 0.01 0.0 0.15 0.0 0.0 55.900000000000006 4.370000000000001 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 586.4299999999992 0.0 152.69999999999996 1.31 0.0 4.0 0.0 541.1299999999998 0.0 367.2000000000001 8.0 0.0 7.2 0.0 0.0 0.0 131.1 3.4099999999999997 0.0 7.6 0.0 
39	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 5.5 0.0 0.0 6.6 0.0 0.0 0.0 258.2499999999999 0.0 0.0 8.4 0.0 0.0 0.0 186.2 0.0 215.99999999999997 8.56 0.0 0.0 0.0 45.8 0.0 27.6 32.699999999999996 0.0 0.0 0.0 
40	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
41	16.4 0.0 0.0 0.0 0.0 0.0 0.0 624.7200000000005 8.0 47.8 7.679999999999998 0.14 48.3 0.0 342.4800000000001 0.0 24.700000000000003 18.779999999999998 0.22999999999999998 43.7 3.4499999999999997 52.5 0.0 77.8 10.239999999999974 0.24 20.0 0.0 6.0 0.0 0.0 1.42 0.0 0.0 0.0 774.4200000000005 0.0 78.0 33.59000000000001 0.24999999999999997 30.0 3.15 371.5000000000002 0.0 24.900000000000002 27.470000000000024 0.22000000000000006 54.79999999999998 1.5 22.0 0.0 106.60000000000001 92.27000000000007 0.05 0.0 0.0 18.9 0.0 0.0 2.6199999999999974 0.0 0.0 0.0 874.9700000000013 1.0 55.0 18.629999999999995 0.5800000000000002 5.0 0.0 629.6300000000002 0.0 126.4 31.649999999999984 0.30000000000000004 23.3 56.94999999999999 85.7 0.0 235.9000000000001 52.16999999999995 0.02 10.900000000000002 0.6 
42	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 69.89999999999999 0.0 0.0 0.0 0.0 20.1 0.0 35.6 0.0 15.5 0.0 0.0 16.22 0.0 0.0 0.0 89.39999999999999 2.5 0.0 10.0 0.0 4.0 0.0 0.0 0.0 0.0 0.0 0.0 1157.0199999999988 2.0 36.9 53.0 0.4200000000000002 59.9 0.0 406.09000000000003 15.0 133.60000000000002 35.24000000000001 0.09999999999999999 85.2 2.55 53.49999999999999 16.0 52.5 74.09 0.01 22.6 0.0 
43	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 58.50000000000001 4.0 0.0 0.3 0.0 0.0 0.0 55.1 0.0 2.5 0.30000000000000004 0.0 0.0 0.0 0.0 0.0 4.9 0.7 0.0 0.0 0.0 
44	19.9 0.0 0.0 0.05 0.0 0.0 0.0 598.2200000000013 16.0 100.1 2.88 0.0 10.8 0.0 442.7000000000007 0.0 119.7 11.26 0.0 6.9 0.0 3.2 0.0 177.2 15.78999999999999 0.0 0.0 0.0 0.0 0.0 0.0 0.01 0.0 0.0 0.0 633.2200000000009 8.0 18.7 12.839999999999998 0.0 5.4 0.0 414.4200000000002 0.0 3.0 4.05 0.0 17.0 1.2 8.5 0.0 199.1 24.169999999999995 0.0 2.7 0.0 0.0 0.0 0.0 2.2 0.0 0.0 0.0 756.5600000000012 0.0 8.9 15.409999999999998 0.0 0.0 0.75 643.3000000000011 2.0 27.7 1.4000000000000001 0.01 32.2 2.45 11.0 1.0 255.20000000000005 13.86 0.0 13.8 0.0 
45	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 101.69999999999999 0.0 0.0 7.93 0.02 0.0 0.0 84.0 0.0 77.0 3.0999999999999996 0.0 0.0 0.0 8.0 0.0 0.0 18.66 0.0 0.0 0.0 
46	66.69 0.0 0.0 5.7799999999999985 0.0 0.0 0.0 549.3799999999998 16.0 197.50000000000003 30.17999999999999 0.44000000000000017 44.5 0.0 452.31999999999965 5.0 272.79999999999995 33.00999999999999 0.17000000000000004 74.56 0.0 26.6 1.0 121.80000000000001 56.04000000000003 0.0 0.5 0.0 3.3 0.0 0.0 0.15000000000000002 0.0 0.0 0.0 680.2099999999997 20.0 207.6 60.840000000000046 0.42000000000000015 40.7 0.0 348.39 7.0 118.5 46.300000000000026 0.24000000000000002 84.20000000000002 0.0 13.8 0.0 84.0 107.22000000000014 0.01 26.299999999999997 0.0 0.0 0.0 0.0 0.02 0.0 0.0 0.0 808.5199999999998 19.0 63.099999999999994 61.84 0.8000000000000005 45.199999999999996 0.0 446.2899999999999 27.0 191.7 54.60000000000002 0.3100000000000001 77.80000000000001 0.0 17.4 1.0 88.80000000000001 85.64999999999999 0.05 38.199999999999996 0.0 
47	6.2 0.0 0.0 0.0 0.0 0.0 0.0 630.1299999999999 12.0 40.3 8.249999999999998 0.01 0.0 0.0 451.9400000000005 48.0 144.70000000000002 2.4899999999999993 0.15 22.8 0.0 0.0 0.0 154.4 13.66 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 568.6100000000007 16.0 52.8 13.179999999999996 0.01 7.920000000000001 0.0 436.5000000000003 80.0 49.00000000000001 1.31 0.0 0.0 0.0 7.0 0.0 114.7 6.559999999999997 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 658.3800000000001 8.0 80.3 7.299999999999999 0.0 0.0 5.0 591.5000000000005 80.0 136.0 1.27 0.0 0.0 7.35 6.5 0.0 171.1 7.739999999999993 0.0 0.0 0.0 
48	0.0 0.0 0.0 0.0 0.0 0.0 0.0 26.9 0.0 44.4 0.02 0.0 0.0 0.0 20.299999999999997 0.0 0.0 0.01 0.0 0.0 0.0 0.0 0.0 0.0 4.96 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 18.7 0.0 0.0 0.0 0.0 0.0 0.0 181.1999999999999 0.0 32.4 1.1 0.0 0.0 0.0 199.19999999999993 1.0 216.6 8.3 0.0 7.6 1.35 19.3 0.0 15.9 8.7 0.0 0.0 0.0 
49	0.0 0.0 0.0 2.85 0.0 0.0 0.0 106.39999999999999 0.0 0.0 2.5399999999999996 0.05 0.0 0.0 61.2 0.0 0.0 4.609999999999999 0.02 7.4 0.0 0.0 0.0 14.6 3.2099999999999986 0.02 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 7.9 0.0 0.0 0.0 0.01 0.0 0.0 6.0 0.0 0.0 0.0 0.01 0.0 0.0 5.2 0.0 0.0 0.47000000000000003 0.01 0.0 0.0 0.0 0.0 0.0 2.0 0.01 0.0 0.0 390.1 0.0 0.0 13.58 0.10999999999999997 53.3 0.0 244.20000000000002 4.0 0.0 1.5 0.07 113.6 0.0 13.0 0.0 5.0 7.56 0.20000000000000004 4.6 0.0 
50	5.6 0.0 0.0 0.7 0.0 0.0 0.0 788.4000000000012 0.0 140.89999999999998 9.85 0.0 40.0 0.0 803.700000000001 0.0 103.2 12.209999999999997 0.0 45.0 0.0 0.0 0.0 194.79999999999998 22.679999999999996 0.0 0.0 0.0 0.0 0.0 0.0 1.2 0.0 0.0 0.0 888.0300000000003 0.0 287.2900000000001 4.7 0.0 0.0 0.0 701.8600000000005 0.0 195.7 20.89999999999999 0.0 0.0 0.0 0.0 0.0 74.0 34.1 0.0 5.6 0.0 0.0 0.0 0.0 4.8 0.0 0.0 0.0 748.0800000000006 0.0 112.49999999999999 8.42 0.0 0.0 0.0 674.0400000000003 1.0 304.4000000000001 33.1 0.0 2.7 0.0 0.0 0.0 130.0 56.71999999999999 0.0 3.1 0.0 
51	10.05 0.0 0.0 0.0 0.0 0.0 0.0 868.3099999999997 8.0 201.30000000000004 1.7500000000000002 0.0 0.0 0.0 616.9000000000004 4.0 209.6 21.620000000000005 0.0 20.4 0.0 0.0 0.0 165.99999999999997 21.890000000000008 0.0 10.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 710.79 5.0 82.5 5.079999999999999 0.02 3.9 0.0 622.0199999999998 0.0 192.89999999999998 11.679999999999998 0.01 5.6 0.0 101.80000000000001 0.0 360.30000000000007 36.769999999999996 0.01 14.0 0.0 2.8 0.0 0.0 0.6 0.0 0.0 0.0 829.7600000000007 0.0 214.70000000000002 11.680000000000001 0.0 5.6 6.0 802.1000000000001 0.0 178.1 5.800000000000001 0.0 8.8 0.0 14.7 0.0 301.49999999999994 20.119999999999997 0.0 0.0 0.0 
52	0.0 0.0 0.0 0.0 0.0 0.0 0.0 40.8 0.0 0.0 0.0 0.0 8.8 0.0 3.6 0.0 10.5 1.8 0.0 6.2 0.0 12.2 0.0 3.0 1.2 0.0 5.2 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
53	4.2 0.0 0.0 0.15 0.0 0.0 0.0 1051.0099999999998 25.0 77.0 9.549999999999999 0.0 0.0 0.0 559.7000000000003 26.0 238.3 38.860000000000014 0.0 6.0 0.0 0.0 0.0 15.5 35.440000000000026 0.0 0.0 0.0 0.0 0.0 0.0 1.23 0.0 0.0 0.0 984.8900000000008 21.0 61.5 11.469999999999999 0.0 5.3 0.0 833.6800000000006 21.0 187.5 9.229999999999999 0.0 5.2 0.0 24.2 1.0 102.10000000000001 67.68 0.0 7.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 951.3700000000013 25.0 22.7 17.68 0.0 0.0 0.0 607.1800000000006 23.0 125.79999999999998 43.10000000000002 0.0 19.6 0.0 121.0 2.0 139.1 29.04000000000001 0.0 25.099999999999998 0.0 
54	0.0 0.0 0.0 0.0 0.0 0.0 0.0 58.33 0.0 0.0 0.0 0.02 4.3 0.0 54.330000000000005 0.0 0.0 0.02 0.0 0.0 0.0 0.0 0.0 20.7 4.05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 4.9 0.0 0.0 0.0 196.19999999999993 0.0 3.7 7.3 0.0 0.0 9.3 551.4500000000002 4.0 226.9 22.200000000000003 0.0 0.0 2.25 119.3 1.0 149.4 27.400000000000002 0.0 0.0 0.0 
55	0.0 0.0 0.0 0.0 0.0 0.0 0.0 21.83 0.0 0.0 0.0 0.0 0.0 0.0 13.8 0.0 5.0 0.0 0.0 0.0 0.0 0.0 0.0 16.7 0.03 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 7.73 0.0 0.0 0.0 0.0 0.0 0.0 10.0 0.0 19.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
56	5.8 0.0 0.0 0.060000000000000005 0.0 0.0 0.0 630.3800000000003 4.0 28.2 14.999999999999996 0.0 10.0 0.0 428.2800000000003 0.0 102.30000000000001 8.929999999999998 0.0 19.0 0.0 27.0 1.0 185.7 11.429999999999989 0.0 3.9 0.0 6.0 0.0 0.0 0.5 0.0 0.0 0.0 850.4500000000005 8.0 132.1 21.759999999999994 0.01 0.0 0.0 697.2000000000005 4.0 148.7 13.43 0.02 26.199999999999996 0.0 7.0 0.0 116.5 23.80000000000002 0.03 23.900000000000002 0.0 9.0 0.0 0.0 7.800000000000001 0.02 0.0 0.0 961.9600000000004 16.0 84.6 13.809999999999992 0.6600000000000003 0.0 0.0 652.22 0.0 190.6 45.220000000000006 0.39000000000000007 11.9 0.0 27.0 2.0 211.60000000000002 29.090000000000032 0.060000000000000005 4.9 0.0 
57	1.6 0.0 0.0 0.0 0.0 0.0 0.0 483.27999999999935 0.0 6.0 2.5200000000000005 0.6300000000000003 31.2 0.0 66.80000000000001 0.0 6.1 1.7000000000000002 0.08 56.1 0.75 3.0 0.0 5.8 25.959999999999976 0.0 5.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 768.0300000000012 4.0 34.099999999999994 8.459999999999999 0.7400000000000004 5.5 0.0 131.99999999999997 0.0 41.3 5.489999999999999 0.45000000000000023 33.9 10.649999999999999 3.0 0.0 12.5 82.72000000000011 0.02 7.4 0.0 0.0 0.0 0.0 0.04 0.0 0.0 0.0 779.8600000000002 4.0 21.6 9.010000000000002 0.9500000000000006 29.2 5.25 130.39999999999998 1.0 40.5 20.499999999999996 0.2800000000000001 22.0 3.75 12.3 0.0 17.6 77.35999999999996 0.02 9.4 0.0 
58	0.0 0.0 0.0 0.0 0.0 0.0 0.0 866.7600000000007 16.0 38.9 37.79999999999999 0.0 0.0 0.0 608.6000000000009 0.0 253.5 22.81 0.0 0.0 0.0 9.5 0.0 200.4 2.3499999999999988 0.0 0.0 0.0 0.0 0.0 0.0 7.859999999999999 0.0 0.0 0.0 927.100000000001 4.0 86.9 20.670000000000005 0.0 0.0 0.0 737.8600000000008 4.0 166.3 46.39 0.0 2.2 4.65 0.0 0.0 149.6 64.49 0.0 2.6 0.0 0.0 0.0 0.0 2.46 0.0 0.0 0.0 877.3100000000004 0.0 77.5 60.55000000000005 0.02 0.0 1.35 867.0800000000006 0.0 261.1 14.599999999999998 0.0 0.0 7.65 81.8 0.0 120.0 24.04 0.0 5.0 0.0 
59	0.0 0.0 0.0 0.0 0.0 0.0 0.0 107.1 0.0 0.0 1.2 0.03 0.0 0.0 56.0 0.0 40.5 4.8 0.03 0.0 0.0 0.0 0.0 0.0 6.1 0.0 0.0 0.0 0.0 0.0 0.0 0.2 0.0 0.0 0.0 642.5600000000005 0.0 442.69999999999993 13.979999999999997 0.25000000000000006 2.3000000000000003 0.0 713.5800000000004 2.0 286.2 43.37000000000002 0.20000000000000004 0.0 0.9 5.0 3.0 262.0 160.33999999999983 0.05 1.5 4.2 0.0 0.0 0.0 0.0 0.0 0.0 0.0 947.2700000000017 0.0 163.8 29.489999999999988 0.15 0.0 2.4 659.940000000001 2.0 323.40000000000003 120.10000000000018 0.3000000000000001 21.400000000000002 3.0 41.1 0.0 365.30000000000007 181.79999999999973 0.09999999999999999 0.0 0.0 
60	2.53 0.0 0.0 0.0 0.0 0.0 0.0 567.1500000000003 4.0 7.5 1.71 0.0 0.0 0.0 726.0200000000004 16.0 112.79999999999998 37.68 0.0 15.0 0.0 0.0 0.0 0.0 74.25999999999998 0.0 12.7 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 762.8600000000005 40.0 78.60000000000001 17.000000000000004 0.0 0.0 0.75 920.0600000000005 4.0 62.20000000000001 49.660000000000004 0.0 12.3 0.0 57.4 0.0 193.7 7.819999999999985 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1189.8000000000002 28.0 43.2 51.82000000000001 0.0 5.0 3.75 1142.1800000000003 16.0 121.5 43.21000000000001 0.0 35.6 10.5 62.8 0.0 178.0 1.370000000000001 0.0 11.4 0.0 
61	15.100000000000001 0.0 0.0 0.0 0.0 0.0 0.0 473.9200000000003 0.0 37.7 0.0 0.37000000000000016 70.60000000000001 0.9 313.1700000000001 0.0 11.6 4.52 0.09 71.00000000000001 0.15 0.0 0.0 101.39999999999999 20.289999999999992 0.02 8.9 0.0 40.92 0.0 0.0 0.2 0.0 0.0 0.0 708.3700000000007 12.0 58.1 6.659999999999998 0.4600000000000002 41.00000000000001 0.0 491.6600000000003 8.0 42.199999999999996 11.579999999999998 0.3700000000000001 62.70000000000001 0.0 27.0 2.0 180.9 19.46 0.13999999999999999 17.8 0.0 0.0 0.0 0.0 0.9 0.04 0.0 0.0 852.4000000000007 0.0 82.0 20.319999999999993 1.0500000000000005 39.8 0.0 685.2000000000004 0.0 42.9 13.1 0.7100000000000003 26.0 3.7500000000000004 87.7 0.0 88.4 33.54 0.16 12.5 0.0 
62	0.5 0.0 0.0 0.05 0.0 0.0 0.0 533.0100000000009 8.0 71.4 7.669999999999997 0.17 0.0 0.0 375.30000000000047 1.0 136.9 3.08 0.06 0.0 0.0 8.8 0.0 295.3 12.499999999999996 0.01 0.0 0.0 0.0 0.0 0.0 0.9 0.0 0.0 0.0 599.4500000000004 0.0 123.60000000000001 16.409999999999997 0.13999999999999999 0.0 0.15 425.04000000000025 0.0 42.400000000000006 2.5 0.060000000000000005 0.0 0.0 0.0 0.0 84.30000000000001 14.699999999999996 0.0 0.0 0.0 0.0 0.0 0.0 1.7 0.0 0.0 0.0 662.9500000000007 0.0 67.2 5.47 0.41000000000000014 0.0 0.0 457.37000000000035 0.0 147.0 4.3 0.23000000000000007 0.0 27.650000000000002 0.0 0.0 186.35999999999999 10.32 0.10999999999999999 0.0 0.0 
63	0.0 0.0 0.0 6.0 0.0 0.0 0.0 833.1100000000007 8.0 336.40000000000003 24.990000000000006 0.0 0.0 0.0 699.8000000000008 8.0 248.1 59.86 0.0 23.9 0.0 0.0 0.0 466.70000000000005 91.54000000000006 0.0 0.0 0.0 0.0 0.0 0.0 1.26 0.0 0.0 0.0 1059.4500000000014 4.0 145.5 3.7299999999999995 0.0 0.0 0.0 761.8000000000009 0.0 73.2 43.459999999999994 0.0 0.0 0.0 11.5 0.0 217.8 177.06000000000003 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 936.8300000000003 0.0 85.19999999999999 4.82 0.0 0.0 20.0 934.0999999999999 5.0 201.49999999999997 15.03 0.0 0.0 0.0 15.0 0.0 71.0 286.71999999999906 0.0 0.0 0.0 
64	4.03 0.0 0.0 0.09 0.0 0.0 0.0 758.1400000000008 12.2 163.70000000000002 24.919999999999987 0.0 1.5 0.0 685.7300000000008 27.000000000000004 438.2999999999999 45.37000000000001 0.0 38.1 3.7 36.1 0.0 507.3000000000002 99.60000000000002 0.0 0.5 0.0 2.7 0.0 0.0 17.819999999999997 0.0 0.0 0.0 749.6500000000012 17.0 127.7 17.389999999999997 0.0 20.0 0.0 794.9300000000007 31.0 393.3 70.52000000000005 0.01 63.0 0.0 68.60000000000001 16.0 983.1399999999995 184.98999999999984 0.0 17.6 0.0 0.0 0.0 0.0 21.14 0.0 0.0 0.0 636.7600000000006 4.0 139.10000000000002 16.919999999999998 0.0 0.0 0.0 727.6100000000007 49.0 373.3 31.399999999999995 0.0 4.7 3.0 180.0 10.0 596.0000000000001 105.09000000000012 0.0 0.0 4.8 
65	0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.01 0.0 0.0 0.0 0.0 0.0 0.0 0.6 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
66	55.120000000000005 0.0 0.0 0.18000000000000002 0.0 0.0 0.0 681.0700000000004 4.0 40.0 8.709999999999983 0.02 1.0 0.0 607.8199999999999 1.0 36.0 16.540000000000003 0.02 13.600000000000001 0.0 0.0 1.0 144.79999999999998 33.51000000000003 0.0 12.100000000000001 0.0 10.9 0.0 0.0 0.42999999999999994 0.0 0.0 0.0 911.9800000000017 0.0 123.10000000000001 9.189999999999994 0.0 17.400000000000002 0.15 767.6000000000009 0.0 112.69999999999999 10.559999999999993 0.0 20.500000000000004 0.9 6.0 0.0 183.84999999999997 21.989999999999995 0.0 0.0 0.0 46.99999999999999 0.0 0.0 0.9100000000000001 0.0 0.0 0.0 957.7700000000002 0.0 65.8 8.329999999999998 0.01 24.999999999999996 0.0 801.0400000000004 0.0 29.4 4.51 0.06999999999999999 35.0 3.0 9.0 0.0 293.90000000000003 15.179999999999998 0.0 4.7 0.0 
67	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
68	0.0 0.0 0.0 0.0 0.0 0.0 0.0 7.5 0.0 1.0 0.0 0.0 0.0 0.0 14.899999999999999 0.0 6.3 0.09 0.0 0.0 0.0 5.0 0.0 32.2 2.3200000000000003 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
69	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 39.3 0.0 13.6 1.1 0.01 0.0 0.0 38.64 0.0 0.0 1.72 0.03 0.0 0.0 0.0 0.0 0.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 631.9800000000002 2.0 4.0 1.21 0.4100000000000001 6.8 0.0 354.50000000000006 3.0 12.5 3.51 0.33000000000000007 10.8 0.0 12.5 1.0 0.0 25.369999999999997 0.02 0.0 0.0 
70	19.3 0.0 0.0 0.0 0.0 0.0 0.0 745.2800000000002 13.0 94.30000000000001 14.569999999999997 0.07 0.0 0.0 649.45 13.0 111.7 7.609999999999999 0.08 2.5 0.0 153.10000000000002 6.0 178.29999999999998 28.830000000000013 0.06 10.0 0.0 2.6 0.0 0.0 0.54 0.0 0.0 0.0 723.54 5.0 54.4 13.439999999999996 0.06 3.6 8.55 558.7300000000005 1.0 167.6 6.14 0.03 1.5 0.0 200.5 1.0 203.81 38.58000000000001 0.0 2.0 0.0 13.1 0.0 0.0 2.4 0.02 0.0 0.0 557.1100000000002 6.0 0.0 6.819999999999998 0.03 0.0 2.4 606.0500000000003 1.0 108.3 5.339999999999998 0.0 6.0 0.15 123.79999999999998 0.0 274.30000000000007 37.97000000000001 0.0 15.500000000000002 0.0 
71	70.0 0.0 0.0 1.4300000000000002 0.0 0.0 0.0 1038.1999999999996 0.0 48.0 2.8899999999999997 0.31000000000000005 16.1 0.0 589.8000000000004 0.0 100.60000000000001 15.37 0.4400000000000001 8.3 0.0 59.5 0.0 56.2 29.579999999999995 0.060000000000000005 0.0 0.0 3.8 0.0 0.0 2.33 0.0 0.0 0.0 839.5000000000011 4.0 30.7 12.629999999999999 0.8900000000000006 1.0 1.8 429.50000000000057 0.0 107.30000000000001 24.120000000000008 1.1600000000000006 5.4 0.0 61.400000000000006 0.0 117.6 26.34000000000002 0.4400000000000001 0.0 0.0 0.0 0.0 0.0 6.309999999999999 0.0 0.0 0.0 636.7000000000008 1.0 58.599999999999994 1.5700000000000003 0.5500000000000002 10.9 1.9500000000000002 516.4600000000005 1.0 98.00000000000001 4.55 0.7700000000000004 4.3 0.0 265.7 0.0 416.9 40.65000000000001 0.3000000000000001 2.8 0.0 
